seqid	geneID	source	type_gene	start_gene	end_gene	score_gene	strand_gene	phase_gene	attributes_gene	nchildrenhit	Program_code_geneID	childnames_hit	childnames_protein_hit	Prog_single_hits	childnames_NLRtracker	children_Status_Ntr	children_Domain	children_DomainSimpl	children_Subclass_p	Status_Ntr_cons	Domain_cons	DomainSimpl_cons	Subclass_p_cons	exclusive_MLKL	childnames_hmmer	children_profiles	profile_combi_cons	nonLRR_profile	childnames_NLRannotator	annotNLR	nRegions	NLRtrackerhit	hmmerhit	NLRannotatorhit	inNLRannotatoronlyregion	priority_geneID	priority_note
CP002685.1	gene-AT2G02780	Genbank	gene	781674	784944	.	-	.	ID=gene-AT2G02780;Dbxref=Araport:AT2G02780,TAIR:AT2G02780;Name=AT2G02780;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=T20F6.8,T20F6_8;locus_tag=AT2G02780	3	2	rna-gnl|JCVI|mRNA.AT2G02780.2;rna-gnl|JCVI|mRNA.AT2G02780.3;rna-gnl|JCVI|mRNA.AT2G02780.1	ANM61256.1;ANM61255.1;AEC05623.1	2;2;2										NA	rna-gnl|JCVI|mRNA.AT2G02780.2;rna-gnl|JCVI|mRNA.AT2G02780.3;rna-gnl|JCVI|mRNA.AT2G02780.1	L;L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G03030	Genbank	gene	889764	890520	.	+	.	ID=gene-AT2G03030;Dbxref=Araport:AT2G03030,TAIR:AT2G03030;Name=AT2G03030;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=T17M13.20,T17M13_20;locus_tag=AT2G03030	1	3	rna-gnl|JCVI|mRNA.AT2G03030.1	AEC05657.1	3	rna-gnl|JCVI|mRNA.AT2G03030.1	TX	(TIR)	T	TX	TX	(TIR)	T	TX	FALSE	rna-gnl|JCVI|mRNA.AT2G03030.1	T	T	1			0	TRUE	TRUE	FALSE	FALSE	high	ProgCode_3
CP002685.1	gene-AT2G03300	Genbank	gene	1003468	1004222	.	-	.	ID=gene-AT2G03300;Dbxref=Araport:AT2G03300,TAIR:AT2G03300;Name=AT2G03300;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=T4M8.27,T4M8_27;locus_tag=AT2G03300	1	3	rna-gnl|JCVI|mRNA.AT2G03300.1	AEC05685.1	3	rna-gnl|JCVI|mRNA.AT2G03300.1	TX	(TIR)	T	TX	TX	(TIR)	T	TX	FALSE	rna-gnl|JCVI|mRNA.AT2G03300.1	T	T	1			0	TRUE	TRUE	FALSE	FALSE	high	ProgCode_3
CP002685.1	gene-AT2G03670	Genbank	gene	1117485	1120458	.	+	.	ID=gene-AT2G03670;Dbxref=Araport:AT2G03670,TAIR:AT2G03670;Name=CDC48B;Note=CDC48 - like protein AAA-type ATPaseCell. division control protein 48 homolog B;gbkey=Gene;gene=CDC48B;gene_biotype=protein_coding;gene_synonym=cell division cycle 48B,F19B11.12,F19B11_12,T4D2.160;locus_tag=AT2G03670	2	2	rna-gnl|JCVI|mRNA.AT2G03670.2;rna-gnl|JCVI|mRNA.AT2G03670.1	ANM62914.1;AEC05734.1	2;2										NA	rna-gnl|JCVI|mRNA.AT2G03670.2;rna-gnl|JCVI|mRNA.AT2G03670.1	N;N	N	1			0	FALSE	TRUE	FALSE	FALSE	medium	H_nonLRR
CP002685.1	gene-AT2G04230	Genbank	gene	1446795	1449100	.	-	.	ID=gene-AT2G04230;Dbxref=Araport:AT2G04230,TAIR:AT2G04230;Name=AT2G04230;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=T23O15.15,T23O15_15;locus_tag=AT2G04230	1	2	rna-gnl|JCVI|mRNA.AT2G04230.1	AEC05809.1	2										NA	rna-gnl|JCVI|mRNA.AT2G04230.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G04300	Genbank	gene	1493009	1497016	.	+	.	ID=gene-AT2G04300;Dbxref=Araport:AT2G04300,TAIR:AT2G04300;Name=AT2G04300;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=T23O15.8,T23O15_8;locus_tag=AT2G04300	2	2	rna-gnl|JCVI|mRNA.AT2G04300.1;rna-gnl|JCVI|mRNA.AT2G04300.2	AEC05819.1;ANM62529.1	2;2										NA	rna-gnl|JCVI|mRNA.AT2G04300.1;rna-gnl|JCVI|mRNA.AT2G04300.2	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G06040	Genbank	gene	2352145	2355597	.	-	.	ID=gene-AT2G06040;Dbxref=Araport:AT2G06040,TAIR:AT2G06040;Name=AT2G06040;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F5K7.20,F5K7_20;locus_tag=AT2G06040	1	2	rna-gnl|JCVI|mRNA.AT2G06040.1	AEC05997.1	2										NA	rna-gnl|JCVI|mRNA.AT2G06040.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G07040	Genbank	gene	2916416	2919392	.	+	.	ID=gene-AT2G07040;Dbxref=Araport:AT2G07040,TAIR:AT2G07040;Name=PRK2A;Note=Pollen receptor kinase. Coexpression of AtPRK2a with AtRopGEF12 resulted in isotropic pollen tube growth.;gbkey=Gene;gene=PRK2A;gene_biotype=protein_coding;gene_synonym=AtPRK2,ATPRK2A,pollen receptor like kinase 2,PRK2,T4E14.15,T4E14_15;locus_tag=AT2G07040	1	2	rna-gnl|JCVI|mRNA.AT2G07040.1	AEC06031.1	2										NA	rna-gnl|JCVI|mRNA.AT2G07040.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G13790	Genbank	gene	5741592	5746833	.	+	.	ID=gene-AT2G13790;Dbxref=Araport:AT2G13790,TAIR:AT2G13790;Name=SERK4;gbkey=Gene;gene=SERK4;gene_biotype=protein_coding;gene_synonym=AT2G13780,ATSERK4,BAK1-LIKE 1,BAK7,BKK1,BRI1-  ASSOCIATED KINASE 7,BRI1- ASSOCIATED KINASE 7,F13J11.14,F13J11_14,somatic embryogenesis receptor-like kinase 4,SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE 4;locus_tag=AT2G13790	1	2	rna-gnl|JCVI|mRNA.AT2G13790.1	AEC06259.1	2										NA	rna-gnl|JCVI|mRNA.AT2G13790.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G13800	Genbank	gene	5753103	5757353	.	+	.	ID=gene-AT2G13800;Dbxref=Araport:AT2G13800,TAIR:AT2G13800;Name=SERK5;gbkey=Gene;gene=SERK5;gene_biotype=protein_coding;gene_synonym=ATSERK5,BAK8,BRI1- ASSOCIATED KINASE 8,F13J11.15,F13J11_15,SOMATIC EMBRYOGENESIS RECEPTOR LIKE KINASE 5,somatic embryogenesis receptor-like kinase 5;locus_tag=AT2G13800	4	2	rna-gnl|JCVI|mRNA.AT2G13800.1;rna-gnl|JCVI|mRNA.AT2G13800.3;rna-gnl|JCVI|mRNA.AT2G13800.2;rna-gnl|JCVI|mRNA.AT2G13800.4	AEC06260.1;ANM62036.1;ANM62037.1;ANM62038.1	2;2;2;2										NA	rna-gnl|JCVI|mRNA.AT2G13800.1;rna-gnl|JCVI|mRNA.AT2G13800.3;rna-gnl|JCVI|mRNA.AT2G13800.2;rna-gnl|JCVI|mRNA.AT2G13800.4	L;L;L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G14080	Genbank	gene	5925119	5929902	.	+	.	ID=gene-AT2G14080;Dbxref=Araport:AT2G14080,TAIR:AT2G14080;Name=AT2G14080;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=T22C12.1;locus_tag=AT2G14080	2	7	rna-gnl|JCVI|mRNA.AT2G14080.1;rna-gnl|JCVI|mRNA.AT2G14080.2	AEC06278.1;ANM61490.1	7;7	rna-gnl|JCVI|mRNA.AT2G14080.1;rna-gnl|JCVI|mRNA.AT2G14080.2	NLR;NLR	(TIR)(NBARC)(LRR)(CJID);(TIR)(NBARC)(LRR)(CJID)	TNLJ;TNLJ	TIR-NLR;TIR-NLR	NLR	(TIR)(NBARC)(LRR)(CJID)	TNLJ	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT2G14080.1;rna-gnl|JCVI|mRNA.AT2G14080.2	TNL;TNL	TNL	1	rna-gnl|JCVI|mRNA.AT2G14080.1;rna-gnl|JCVI|mRNA.AT2G14080.2	CP002685.1_nlr_1:5925386-5929003	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002685.1	gene-AT2G14440	Genbank	gene	6143073	6147419	.	+	.	ID=gene-AT2G14440;Dbxref=Araport:AT2G14440,TAIR:AT2G14440;Name=AT2G14440;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=T13P21.18,T13P21_18;locus_tag=AT2G14440	1	2	rna-gnl|JCVI|mRNA.AT2G14440.1	AEC06304.2	2										NA	rna-gnl|JCVI|mRNA.AT2G14440.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G14510	Genbank	gene	6170942	6175095	.	-	.	ID=gene-AT2G14510;Dbxref=Araport:AT2G14510,TAIR:AT2G14510;Name=AT2G14510;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=T13P21.11,T13P21_11;locus_tag=AT2G14510	2	2	rna-gnl|JCVI|mRNA.AT2G14510.2;rna-gnl|JCVI|mRNA.AT2G14510.1	ANM63205.1;AEC06307.1	2;2										NA	rna-gnl|JCVI|mRNA.AT2G14510.2;rna-gnl|JCVI|mRNA.AT2G14510.1	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G15042	Genbank	gene	6510841	6512641	.	+	.	ID=gene-AT2G15042;Dbxref=Araport:AT2G15042,TAIR:AT2G15042;Name=AT2G15042;gbkey=Gene;gene_biotype=protein_coding;locus_tag=AT2G15042	1	2	rna-gnl|JCVI|mRNA.AT2G15042.1	AEC06363.2	2										NA	rna-gnl|JCVI|mRNA.AT2G15042.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G15080	Genbank	gene	6533261	6537002	.	+	.	ID=gene-AT2G15080;Dbxref=Araport:AT2G15080,TAIR:AT2G15080;Name=RLP19;gbkey=Gene;gene=RLP19;gene_biotype=protein_coding;gene_synonym=AtRLP19,receptor like protein 19,T15J14.12,T15J14_12;locus_tag=AT2G15080	2	2	rna-gnl|JCVI|mRNA.AT2G15080.1;rna-gnl|JCVI|mRNA.AT2G15080.2	AEC06367.1;AEC06368.1	2;2										NA	rna-gnl|JCVI|mRNA.AT2G15080.1;rna-gnl|JCVI|mRNA.AT2G15080.2	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G15300	Genbank	gene	6649115	6652232	.	+	.	ID=gene-AT2G15300;Dbxref=Araport:AT2G15300,TAIR:AT2G15300;Name=AT2G15300;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F27O10.5,F27O10_5;locus_tag=AT2G15300	1	2	rna-gnl|JCVI|mRNA.AT2G15300.1	AEC06384.1	2										NA	rna-gnl|JCVI|mRNA.AT2G15300.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G15320	Genbank	gene	6666286	6668046	.	-	.	ID=gene-AT2G15320;Dbxref=Araport:AT2G15320,TAIR:AT2G15320;Name=AT2G15320;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F27O10.3,F27O10_3;locus_tag=AT2G15320	1	2	rna-gnl|JCVI|mRNA.AT2G15320.1	AEC06387.1	2										NA	rna-gnl|JCVI|mRNA.AT2G15320.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G15880	Genbank	gene	6917514	6920319	.	-	.	ID=gene-AT2G15880;Dbxref=Araport:AT2G15880,TAIR:AT2G15880;Name=AT2G15880;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F19G14.12,F19G14_12;locus_tag=AT2G15880	1	2	rna-gnl|JCVI|mRNA.AT2G15880.1	AEC06443.1	2										NA	rna-gnl|JCVI|mRNA.AT2G15880.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G16250	Genbank	gene	7039682	7043354	.	-	.	ID=gene-AT2G16250;Dbxref=Araport:AT2G16250,TAIR:AT2G16250;Name=AT2G16250;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F16F14.25,F16F14_25;locus_tag=AT2G16250	2	2	rna-gnl|JCVI|mRNA.AT2G16250.2;rna-gnl|JCVI|mRNA.AT2G16250.1	ANM62589.1;AEC06478.1	2;2										NA	rna-gnl|JCVI|mRNA.AT2G16250.2;rna-gnl|JCVI|mRNA.AT2G16250.1	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G16870	Genbank	gene	7307970	7311796	.	-	.	ID=gene-AT2G16870;Dbxref=Araport:AT2G16870,TAIR:AT2G16870;Name=AT2G16870;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F12A24.5,F12A24_5;locus_tag=AT2G16870	3	7	rna-gnl|JCVI|mRNA.AT2G16870.1;rna-gnl|JCVI|mRNA.AT2G16870.3;rna-gnl|JCVI|mRNA.AT2G16870.2	AEC06545.1;ANM61518.1;ANM61519.1	7;7;7	rna-gnl|JCVI|mRNA.AT2G16870.1;rna-gnl|JCVI|mRNA.AT2G16870.3;rna-gnl|JCVI|mRNA.AT2G16870.2	NLR;NLR;NLR	(TIR)(NBARC)(LRR)(CJID);(NBARC)(LRR)(CJID);(NBARC)(LRR)(CJID)	TNLJ;NLJ;NLJ	TIR-NLR;TIR-NLR;TIR-NLR	NLR	(NBARC)(LRR)(CJID)	NLJ	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT2G16870.1;rna-gnl|JCVI|mRNA.AT2G16870.3;rna-gnl|JCVI|mRNA.AT2G16870.2	TNL;NL;NL	NL	1	rna-gnl|JCVI|mRNA.AT2G16870.1;rna-gnl|JCVI|mRNA.AT2G16870.3;rna-gnl|JCVI|mRNA.AT2G16870.2	CP002685.1_nlr_4:7309012-7311656	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002685.1	gene-AT2G17020	Genbank	gene	7396281	7398885	.	-	.	ID=gene-AT2G17020;Dbxref=Araport:AT2G17020,TAIR:AT2G17020;Name=AT2G17020;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F6P23.18,F6P23_18;locus_tag=AT2G17020	3	2	rna-gnl|JCVI|mRNA.AT2G17020.3;rna-gnl|JCVI|mRNA.AT2G17020.1;rna-gnl|JCVI|mRNA.AT2G17020.2	ANM62908.1;AEC06573.1;ANM62909.1	2;2;2										NA	rna-gnl|JCVI|mRNA.AT2G17020.3;rna-gnl|JCVI|mRNA.AT2G17020.1;rna-gnl|JCVI|mRNA.AT2G17020.2	L;L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G17050	Genbank	gene	7410704	7415802	.	-	.	ID=gene-AT2G17050;Dbxref=Araport:AT2G17050,TAIR:AT2G17050;Name=AT2G17050;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F6P23.20,F6P23_20;locus_tag=AT2G17050	3	7	rna-gnl|JCVI|mRNA.AT2G17050.1;rna-gnl|JCVI|mRNA.AT2G17050.2;rna-gnl|JCVI|mRNA.AT2G17050.3	AEC06580.1;ANM62327.1;ANM62328.1	7;7;7	rna-gnl|JCVI|mRNA.AT2G17050.1;rna-gnl|JCVI|mRNA.AT2G17050.2;rna-gnl|JCVI|mRNA.AT2G17050.3	NLR;NLR;NLR	(NBARC)(LRR)(LRR)(TIR);(NBARC)(LRR)(LRR)(TIR);(NBARC)(LRR)(LRR)(TIR)	NLT;NLT;NLT	TIR-NLR;TIR-NLR;TIR-NLR	NLR	(NBARC)(LRR)(LRR)(TIR)	NLT	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT2G17050.1;rna-gnl|JCVI|mRNA.AT2G17050.2;rna-gnl|JCVI|mRNA.AT2G17050.3	TNL;TNL;TNL	TNL	1	rna-gnl|JCVI|mRNA.AT2G17050.1;rna-gnl|JCVI|mRNA.AT2G17050.2;rna-gnl|JCVI|mRNA.AT2G17050.3	CP002685.1_nlr_3:7412765-7418453	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002685.1	gene-AT2G17055	Genbank	gene	7417875	7418651	.	-	.	ID=gene-AT2G17055;Dbxref=Araport:AT2G17055,TAIR:AT2G17055;Name=AT2G17055;gbkey=Gene;gene_biotype=protein_coding;locus_tag=AT2G17055	1	7	rna-gnl|JCVI|mRNA.AT2G17055.1	AEC06581.1	7	rna-gnl|JCVI|mRNA.AT2G17055.1	TX	(TIR)	T	TX	TX	(TIR)	T	TX	FALSE	rna-gnl|JCVI|mRNA.AT2G17055.1	T	T	1	rna-gnl|JCVI|mRNA.AT2G17055.1	CP002685.1_nlr_3:7412765-7418453	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002685.1	gene-AT2G17060	Genbank	gene	7422336	7427119	.	+	.	ID=gene-AT2G17060;Dbxref=Araport:AT2G17060,TAIR:AT2G17060;Name=AT2G17060;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F6P23.21,F6P23_21;locus_tag=AT2G17060	2	7	rna-gnl|JCVI|mRNA.AT2G17060.1;rna-gnl|JCVI|mRNA.AT2G17060.2	AEC06582.1;ANM61589.1	7;7	rna-gnl|JCVI|mRNA.AT2G17060.1;rna-gnl|JCVI|mRNA.AT2G17060.2	NLR;NLR	(TIR)(NBARC)(LRR)(CJID);(TIR)(NBARC)(LRR)(CJID)	TNLJ;TNLJ	TIR-NLR;TIR-NLR	NLR	(TIR)(NBARC)(LRR)(CJID)	TNLJ	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT2G17060.1;rna-gnl|JCVI|mRNA.AT2G17060.2	TNL;TNL	TNL	1	rna-gnl|JCVI|mRNA.AT2G17060.1;rna-gnl|JCVI|mRNA.AT2G17060.2	CP002685.1_nlr_2:7422458-7426347	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002685.1	gene-AT2G17440	Genbank	gene	7570989	7573878	.	+	.	ID=gene-AT2G17440;Dbxref=Araport:AT2G17440,TAIR:AT2G17440;Name=PIRL5;Note=Encodes PIRL5%2C a member of the Plant Intracellular Ras-group-related LRRs (Leucine rich repeat proteins). PIRLs are a distinct%2C plant-specific class of intracellular LRRs that likely mediate protein interactions%2C possibly in the context of signal transduction.;gbkey=Gene;gene=PIRL5;gene_biotype=protein_coding;gene_synonym=F5J6.20,F5J6_20,plant intracellular ras group-related LRR 5;locus_tag=AT2G17440	1	2	rna-gnl|JCVI|mRNA.AT2G17440.1	AEC06625.1	2										NA	rna-gnl|JCVI|mRNA.AT2G17440.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G19190	Genbank	gene	8326049	8329944	.	-	.	ID=gene-AT2G19190;Dbxref=Araport:AT2G19190,TAIR:AT2G19190;Name=FRK1;Note=Receptor-like protein kinase. Involved in early defense signaling.;gbkey=Gene;gene=FRK1;gene_biotype=protein_coding;gene_synonym=FLG22-induced receptor-like kinase 1,T20K24.21,T20K24_21;locus_tag=AT2G19190	1	2	rna-gnl|JCVI|mRNA.AT2G19190.1	AEC06856.1	2										NA	rna-gnl|JCVI|mRNA.AT2G19190.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G19210	Genbank	gene	8335639	8339307	.	-	.	ID=gene-AT2G19210;Dbxref=Araport:AT2G19210,TAIR:AT2G19210;Name=AT2G19210;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F27F23.1,F27F23_1;locus_tag=AT2G19210	1	2	rna-gnl|JCVI|mRNA.AT2G19210.1	AEC06857.1	2										NA	rna-gnl|JCVI|mRNA.AT2G19210.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G19230	Genbank	gene	8343452	8348431	.	-	.	ID=gene-AT2G19230;Dbxref=Araport:AT2G19230,TAIR:AT2G19230;Name=AT2G19230;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F27F23.3,F27F23_3;locus_tag=AT2G19230	2	2	rna-gnl|JCVI|mRNA.AT2G19230.1;rna-gnl|JCVI|mRNA.AT2G19230.2	AEC06859.1;ANM63021.1	2;2										NA	rna-gnl|JCVI|mRNA.AT2G19230.1;rna-gnl|JCVI|mRNA.AT2G19230.2	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G19330	Genbank	gene	8372861	8374453	.	+	.	ID=gene-AT2G19330;Dbxref=Araport:AT2G19330,TAIR:AT2G19330;Name=PIRL6;Note=Encodes PIRL6%2C a member of the Plant Intracellular Ras-group-related LRRs (Leucine rich repeat proteins). PIRLs are a distinct%2C plant-specific class of intracellular LRRs that likely mediate protein interactions%2C possibly in the context of signal transduction.;gbkey=Gene;gene=PIRL6;gene_biotype=protein_coding;gene_synonym=F27F23.13,F27F23_13,plant intracellular ras group-related LRR 6;locus_tag=AT2G19330	1	2	rna-gnl|JCVI|mRNA.AT2G19330.1	AEC06869.1	2										NA	rna-gnl|JCVI|mRNA.AT2G19330.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G19780	Genbank	gene	8522678	8525238	.	-	.	ID=gene-AT2G19780;Dbxref=Araport:AT2G19780,TAIR:AT2G19780;Name=AT2G19780;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F6F22.19,F6F22_19;locus_tag=AT2G19780	1	2	rna-gnl|JCVI|mRNA.AT2G19780.1	AEC06925.1	2										NA	rna-gnl|JCVI|mRNA.AT2G19780.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G20142	Genbank	gene	8695374	8696643	.	+	.	ID=gene-AT2G20142;Dbxref=Araport:AT2G20142,TAIR:AT2G20142;Name=AT2G20142;gbkey=Gene;gene_biotype=protein_coding;locus_tag=AT2G20142	1	3	rna-gnl|JCVI|mRNA.AT2G20142.1	AEC06971.1	3	rna-gnl|JCVI|mRNA.AT2G20142.1	TX	(TIR)	T	TX	TX	(TIR)	T	TX	FALSE	rna-gnl|JCVI|mRNA.AT2G20142.1	T	T	1			0	TRUE	TRUE	FALSE	FALSE	high	ProgCode_3
CP002685.1	gene-AT2G20210	Genbank	gene	8721325	8725127	.	-	.	ID=gene-AT2G20210;Dbxref=Araport:AT2G20210,TAIR:AT2G20210;Name=AT2G20210;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F11A3.24,F11A3_24;locus_tag=AT2G20210	2	2	rna-gnl|JCVI|mRNA.AT2G20210.1;rna-gnl|JCVI|mRNA.AT2G20210.2	AEC06982.1;ANM62983.1	2;2										NA	rna-gnl|JCVI|mRNA.AT2G20210.1;rna-gnl|JCVI|mRNA.AT2G20210.2	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G20850	Genbank	gene	8975313	8979437	.	-	.	ID=gene-AT2G20850;Dbxref=Araport:AT2G20850,TAIR:AT2G20850;Name=SRF1;gbkey=Gene;gene=SRF1;gene_biotype=protein_coding;gene_synonym=F5H14.18,F5H14_18,STRUBBELIG-receptor family 1;locus_tag=AT2G20850	2	2	rna-gnl|JCVI|mRNA.AT2G20850.2;rna-gnl|JCVI|mRNA.AT2G20850.1	ANM62441.1;AEC07087.1	2;2										NA	rna-gnl|JCVI|mRNA.AT2G20850.2;rna-gnl|JCVI|mRNA.AT2G20850.1	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G23300	Genbank	gene	9914246	9917427	.	+	.	ID=gene-AT2G23300;Dbxref=Araport:AT2G23300,TAIR:AT2G23300;Name=AT2G23300;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=T20D16.7,T20D16_7;locus_tag=AT2G23300	1	2	rna-gnl|JCVI|mRNA.AT2G23300.1	AEC07438.1	2										NA	rna-gnl|JCVI|mRNA.AT2G23300.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G23950	Genbank	gene	10186891	10190492	.	-	.	ID=gene-AT2G23950;Dbxref=Araport:AT2G23950,TAIR:AT2G23950;Name=AT2G23950;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=T29E15.15,T29E15_15;locus_tag=AT2G23950	2	2	rna-gnl|JCVI|mRNA.AT2G23950.2;rna-gnl|JCVI|mRNA.AT2G23950.1	ANM62976.1;AEC07507.1	2;2										NA	rna-gnl|JCVI|mRNA.AT2G23950.2;rna-gnl|JCVI|mRNA.AT2G23950.1	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G24130	Genbank	gene	10258107	10261352	.	+	.	ID=gene-AT2G24130;Dbxref=Araport:AT2G24130,TAIR:AT2G24130;Name=AT2G24130;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F27D4.4,F27D4_4;locus_tag=AT2G24130	2	2	rna-gnl|JCVI|mRNA.AT2G24130.2;rna-gnl|JCVI|mRNA.AT2G24130.1	ANM62279.1;AEC07532.1	2;2										NA	rna-gnl|JCVI|mRNA.AT2G24130.2;rna-gnl|JCVI|mRNA.AT2G24130.1	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G24230	Genbank	gene	10301817	10304812	.	-	.	ID=gene-AT2G24230;Dbxref=Araport:AT2G24230,TAIR:AT2G24230;Name=AT2G24230;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F27D4.14,F27D4_14;locus_tag=AT2G24230	1	2	rna-gnl|JCVI|mRNA.AT2G24230.1	AEC07546.1	2										NA	rna-gnl|JCVI|mRNA.AT2G24230.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G25440	Genbank	gene	10826735	10829402	.	+	.	ID=gene-AT2G25440;Dbxref=Araport:AT2G25440,TAIR:AT2G25440;Name=RLP20;gbkey=Gene;gene=RLP20;gene_biotype=protein_coding;gene_synonym=AtRLP20,F13B15.10,F13B15_10,receptor like protein 20;locus_tag=AT2G25440	1	2	rna-gnl|JCVI|mRNA.AT2G25440.1	AEC07702.1	2										NA	rna-gnl|JCVI|mRNA.AT2G25440.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002685.1	gene-AT2G25470	Genbank	gene	10838294	10842016	.	+	.	ID=gene-AT2G25470;Dbxref=Araport:AT2G25470,TAIR:AT2G25470;Name=RLP21;gbkey=Gene;gene=RLP21;gene_biotype=protein_coding;gene_synonym=AtRLP21,F13B15.13,F13B15_13,receptor like protein 21;locus_tag=AT2G25470	3	2	rna-gnl|JCVI|mRNA.AT2G25470.1;rna-gnl|JCVI|mRNA.AT2G25470.3;rna-gnl|JCVI|mRNA.AT2G25470.2	AEC07705.1;ANM62952.1;ANM62953.1	2;2;2										NA	rna-gnl|JCVI|mRNA.AT2G25470.1;rna-gnl|JCVI|mRNA.AT2G25470.3;rna-gnl|JCVI|mRNA.AT2G25470.2	L;L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
